AREAKEY,SHR0D,SHRWHT0,SHRBLK0,SHRAMI0N,SHRASN0N,SHRHIP0N,SHRHSP0,ADULT0,CHILD0,OLD0,NUMHHS0,NONFAM0,WNONFAM0,WRCNTY0D,WRKSM0,WKHOME0,COMMUT20,WM16P0,WMEMP0,WF16P0,WFEMP0,WORKER30,POVRAT0,WELFARE0,AVWELIN0,AVSSI0,MDFAMY0,AVSOCS0,AVRETR0,TOTHSUN0,VACHU0,RNTOCC0
06037215102,2368,0.674831,0.125422,0,401,3,0.095861,0.937078,0.063345,0.054476,1571,1244,895,1633,0.966320,136,917,782,620,718,528,10,0.122044,0.054106,3959.447059,6425.058824,42105,9285.955056,12789.676923,1641,71,1547
06037216100,2511,0.370370,0.342493,17,553,2,0.112704,0.849064,0.150936,0.162087,1173,559,262,1342,0.936662,102,803,375,280,435,246,63,0.092792,0.066496,5087.179487,7525.641026,72045,9859.717314,15426.923077,1107,38,512
06037216200,4324,0.343895,0.435014,65,777,3,0.098751,0.845282,0.154718,0.111702,2126,1196,475,2277,0.959596,143,1311,626,543,682,474,123,0.108696,0.079022,5153.571429,4635.384615,52436,8781.976744,19805.723906,2240,110,1508
06037216300,4653,0.635504,0.182033,31,674,1,0.097357,0.848915,0.151085,0.158392,2337,1311,874,2346,0.956948,180,1328,1259,894,1272,662,19,0.066624,0.051776,5981.818182,9279.032258,64302,10328.301887,22116.216216,2438,95,1477
06037216401,4343,0.840203,0.040985,28,314,7,0.069537,0.865070,0.134700,0.177527,2213,1320,1089,2259,0.992032,112,1402,1370,921,1597,829,32,0.178353,0.157704,8492.063037,9155.381743,44706,9654.449612,11936.473282,2281,66,1909
06037216402,2431,0.840395,0.041547,17,177,4,0.069930,0.865487,0.134924,0.177705,1240,739,610,1265,0.992095,64,785,768,516,894,465,19,0.178646,0.158065,8462.602041,9079.801471,44706,9591.871560,11825.972973,1278,38,1069
06037216700,3819,0.294318,0.545954,51,242,0,0.172296,0.781880,0.218120,0.147683,1544,675,327,1745,0.957593,73,923,486,270,493,305,114,0.130375,0.095855,5774.324324,6078.021978,50948,10654.347826,45111.320755,1687,51,1060
06037216800,3576,0.701622,0.146532,22,295,0,0.180928,0.836969,0.163031,0.135626,1592,830,547,1925,0.966234,175,1194,968,763,1096,595,30,0.159896,0.073492,6606.837607,8647.887324,75802,10055.371901,17738.129496,1616,46,1026
06037216900,5382,0.344482,0.534002,22,263,3,0.160721,0.822557,0.177443,0.140840,2471,1252,643,2634,0.967730,227,1403,701,553,836,500,127,0.134331,0.077297,5256.020942,5261.333333,49146,9630.991736,17271.428571,2532,64,1551
06037217001,2975,0.782185,0.108571,13,226,2,0.083361,0.805378,0.194622,0.132101,1329,671,547,1532,0.979112,87,952,869,605,940,570,57,0.115556,0.073740,6087.632653,7498.428571,64848,10279.550607,19046.855670,1366,38,914
06037217002,4349,0.748908,0.132214,17,352,5,0.098413,0.806392,0.193608,0.117728,1900,948,730,2265,0.976600,114,1377,1233,864,1274,800,91,0.132018,0.083684,6051.031447,7846.400000,61534,9089.820261,17732.348485,1950,50,1334
06037217100,6036,0.246024,0.507621,74,223,38,0.368622,0.743539,0.256461,0.096753,2488,1108,244,2614,0.957536,117,1412,528,433,531,286,146,0.179916,0.169212,5603.087886,6060.439560,35183,10985.344828,15956.089744,2632,149,1809
06037217200,3950,0.237468,0.471139,22,343,0,0.324051,0.763544,0.236456,0.116709,1582,666,170,1747,0.957642,73,830,346,233,313,195,96,0.127943,0.090392,3979.020979,5501.369863,45526,8102.310231,14691.517857,1669,90,1121
06037218110,3397,0.234030,0.320283,22,479,1,0.491021,0.744186,0.255814,0.094495,1169,410,72,1361,0.983101,63,566,297,166,272,175,103,0.305400,0.179641,3595.714286,5279.518072,24212,9127.317073,8210.982659,1210,63,843
06037218120,4576,0.277535,0.186189,59,480,26,0.710883,0.660184,0.339816,0.063593,1305,283,30,1468,0.991826,0,614,331,165,354,150,123,0.368958,0.238314,4887.459807,8916.000000,23684,8243.564356,15994.505495,1431,109,1129
06037218210,4477,0.267143,0.282555,87,61,0,0.677463,0.662721,0.337279,0.060085,1167,259,24,1503,0.978709,0,656,384,237,302,91,134,0.327149,0.131962,5408.474026,6433.200000,23220,7915.043956,10879.760000,1254,82,944
06037218220,4426,0.171713,0.477180,52,124,3,0.480343,0.696114,0.303886,0.070718,1400,387,49,1664,0.953726,48,714,252,143,233,151,119,0.195657,0.153571,6050.674419,7472.489209,32926,6554.490494,17296.070352,1501,102,962
06037218300,5569,0.207937,0.487161,48,61,1,0.467409,0.702819,0.297181,0.086191,1993,697,100,1994,0.978435,27,812,384,248,358,102,235,0.197826,0.192674,4425.781250,5626.451613,34186,9130.117647,40794.074074,2112,125,1393
06037218400,4303,0.242621,0.421334,95,51,0,0.567046,0.667209,0.332559,0.069951,1273,317,14,1334,0.964768,26,538,337,207,304,129,89,0.320309,0.241948,4616.665584,5514.255034,27565,7518.384615,11585.628099,1342,70,861
06037218500,2678,0.249813,0.466766,6,44,12,0.489171,0.685960,0.313294,0.099701,873,282,13,867,0.978085,4,401,215,112,192,84,81,0.236901,0.210767,4040.864130,5812.113924,32173,7417.598985,18427.517241,939,67,546
06037218600,2407,0.167844,0.557125,16,49,1,0.429165,0.727462,0.272123,0.101786,856,317,11,811,1.000000,45,387,129,86,101,43,70,0.272538,0.189252,5759.685185,8504.169014,31038,8881.891626,12664.955556,926,70,552
06037218701,2859,0.192725,0.551591,7,78,8,0.396292,0.698146,0.301504,0.094439,931,289,56,984,0.969512,26,430,150,80,167,64,90,0.239214,0.219119,6397.441176,8229.863248,33076,7951.431472,15533.975806,1012,77,646
06037218702,1866,0.193998,0.551447,5,53,7,0.394962,0.697213,0.302251,0.094319,606,187,38,644,0.967391,17,281,98,52,111,42,60,0.237634,0.222772,6340.948148,8232.623377,33148,7880.125000,15300.867470,658,50,422
06037218800,2821,0.242113,0.316200,19,145,9,0.596242,0.686281,0.313719,0.066998,899,268,32,877,0.978335,11,320,246,155,207,65,92,0.352003,0.149055,4732.089552,5051.923077,26302,7872.195122,7204.444444,957,59,696
06037218900,5432,0.159057,0.537923,42,183,38,0.397828,0.682069,0.317931,0.090206,1995,712,10,1763,0.983551,40,981,210,108,277,96,135,0.296207,0.242607,5874.793388,6776.354680,26431,8685.220126,10370.391061,2128,130,1682
06037219010,2605,0.132821,0.418426,0,86,0,0.550096,0.719386,0.280614,0.105566,787,201,9,888,1.000000,6,297,118,59,107,43,142,0.222649,0.100381,6162.025316,6086.440678,34891,9194.701987,15802.173913,832,77,320
06037219020,4362,0.143512,0.468134,0,54,2,0.515360,0.657497,0.342503,0.078404,1296,325,0,1221,0.941032,13,555,128,73,189,76,105,0.278008,0.189815,7058.130081,6486.390533,33496,7860.278746,13703.797468,1401,102,672
06037219300,3489,0.140728,0.485239,8,235,17,0.439668,0.695901,0.304099,0.106621,1327,521,39,1214,0.985173,30,376,154,74,142,54,129,0.319920,0.251696,4636.826347,5544.202899,28456,9149.681529,45517.647059,1420,99,980
06037219500,1765,0.019830,0.632861,13,477,9,0.102550,0.798300,0.201700,0.266289,741,268,0,697,0.948350,24,310,20,13,0,0,26,0.050257,0.140351,4721.153846,5845.569620,60446,12957.020057,17798.490566,729,0,193
06037219700,4094,0.192233,0.438202,54,131,8,0.516854,0.714704,0.286028,0.109917,1304,365,6,1454,0.975241,46,642,260,168,255,97,186,0.239481,0.183282,5732.861925,6356.186275,33612,8837.989933,22704.382979,1442,128,703
06037219800,3632,0.331498,0.327919,17,41,4,0.652258,0.645650,0.354901,0.062225,1088,262,35,1100,0.990909,19,499,311,149,335,134,152,0.239856,0.181985,4504.681818,5340.275362,28841,7723.059113,10908.118110,1156,68,790
06037219901,3667,0.292882,0.329425,42,30,1,0.652850,0.644123,0.355331,0.059176,1055,234,19,1147,0.984307,23,549,297,175,290,118,125,0.286849,0.187678,5185.823232,5795.873563,27889,8373.450292,9939.445378,1124,66,690
06037219902,4923,0.266910,0.337396,77,41,3,0.641479,0.646963,0.353037,0.060735,1397,308,20,1588,0.977960,37,791,389,260,352,151,147,0.312372,0.191840,5516.205224,5969.179104,27756,8682.787736,9768.445161,1494,93,837
06037220000,5162,0.165827,0.553274,64,157,24,0.391127,0.690818,0.309182,0.129988,1891,677,41,1768,0.967760,23,784,264,132,227,60,171,0.136875,0.138551,4783.206107,6497.931034,35852,13014.452214,11241.155235,1985,61,1232
06037220100,2984,0.195375,0.602212,8,203,9,0.307641,0.731903,0.268767,0.136059,1158,371,28,1101,0.972752,23,511,155,106,199,111,105,0.216425,0.177893,4932.737864,4201.494505,39445,9341.420455,18704.240816,1174,32,636
06037221110,3836,0.293014,0.018770,38,229,1,0.903285,0.698905,0.301095,0.060219,1066,238,48,1119,0.963360,0,392,313,152,314,80,76,0.470018,0.176360,4256.382979,5231.343284,18516,9746.078431,4381.250000,1107,56,972
06037221120,3358,0.357356,0.026206,27,7,0,0.963669,0.642644,0.357356,0.066706,785,120,49,1084,0.976937,15,406,329,185,455,180,111,0.292734,0.281529,5278.733032,5975.728155,23271,7074.324324,10490.625000,826,28,686
06037221210,3228,0.391264,0.085502,18,99,1,0.865861,0.718401,0.281289,0.069083,809,151,34,1396,0.957736,9,589,379,261,378,190,150,0.193729,0.220025,5401.904494,6395.886792,36252,7384.946809,9345.700000,895,77,602
06037221220,3594,0.358097,0.025320,40,229,5,0.865331,0.708403,0.291875,0.071786,1050,221,98,1212,0.994224,11,291,355,174,400,140,196,0.333706,0.183810,4197.207254,5490.077922,24297,8825.818713,8645.629032,1029,0,888
06037221302,4472,0.269231,0.278175,38,315,11,0.628578,0.693426,0.306574,0.049419,1304,345,57,1359,1.000000,28,564,364,270,396,149,150,0.411091,0.247699,5671.517028,6087.603306,21250,8071.895425,12876.315789,1348,41,1128
06037221303,3078,0.281027,0.256660,10,232,1,0.644574,0.684535,0.315465,0.083496,896,227,31,973,0.982528,18,280,320,156,250,116,95,0.357072,0.198661,6360.106742,7271.022222,23601,9228.251908,24813.679245,927,33,819
06037221304,2991,0.281511,0.257105,10,227,2,0.644600,0.684386,0.315614,0.083918,871,222,31,947,0.982049,18,272,312,152,244,114,93,0.357434,0.199770,6319.545977,7141.662921,23601,9173.429688,24564.903846,901,33,797
06037221401,2913,0.246481,0.537590,18,69,25,0.330930,0.758325,0.241675,0.215585,1069,516,110,722,0.937673,20,337,286,130,255,57,40,0.370316,0.288120,5641.474026,6304.075581,22601,7859.121711,11993.597122,1128,54,895
06037221402,3548,0.254510,0.427283,17,167,13,0.474634,0.724915,0.274803,0.158399,1215,482,72,1022,0.942270,36,379,302,152,296,106,78,0.327499,0.286420,5537.235632,6285.448864,24849,7373.488215,9445.912752,1283,69,1028
06037221500,3034,0.260712,0.352340,13,192,1,0.572841,0.702703,0.297627,0.119644,989,328,25,957,0.944619,38,306,231,127,245,111,85,0.299726,0.285137,5453.787234,6270.687023,26379,6859.910377,7253.870690,1044,62,843
06037221601,2877,0.256170,0.123045,50,78,0,0.804658,0.660410,0.339242,0.074383,729,160,41,906,0.964680,18,393,242,157,219,100,113,0.316579,0.248285,4728.900552,6508.660714,26020,7257.033333,16909.568627,766,34,575
06037221602,3971,0.288089,0.105011,64,109,2,0.829262,0.678419,0.321581,0.080836,1087,263,75,1251,0.967226,30,504,388,261,343,137,157,0.325652,0.214351,4966.909871,6399.000000,23979,7100.510309,15424.049383,1141,54,892
06037221710,2422,0.326177,0.082989,34,66,2,0.858382,0.699422,0.300165,0.087944,722,190,58,763,0.969856,20,280,274,190,238,82,97,0.335967,0.180055,5297.776923,6367.235294,21547,7015.347826,14127.964912,757,37,614
06037221810,3138,0.247291,0.144041,4,511,2,0.563735,0.733907,0.266093,0.073614,1033,537,129,972,0.978395,20,545,218,98,392,106,79,0.337202,0.189739,5352.040816,6318.032787,30417,7566.292135,4414.705882,1069,24,924
06037221820,3167,0.480265,0.086201,37,956,15,0.305652,0.905905,0.094095,0.042311,1170,806,314,1330,0.978195,46,1019,761,310,546,274,48,0.539042,0.119658,5207.857143,6184.375000,22895,5968.131868,5959.090909,1207,49,1136
06037221900,5612,0.414113,0.111190,29,1425,38,0.291340,0.888988,0.111012,0.051497,1459,994,426,1719,0.981966,126,1248,1119,333,915,267,74,0.507269,0.132968,5852.577320,6472.727273,30048,7741.353383,7650.684932,1491,33,1339
06037222001,3069,0.193223,0.441186,20,25,9,0.537309,0.668622,0.331378,0.075595,884,222,18,1014,0.995069,22,438,177,110,140,56,107,0.253795,0.193439,5279.549708,6893.974026,32615,8993.044872,9854.666667,957,78,485
06037222002,4245,0.193168,0.441225,28,36,14,0.537574,0.668787,0.331213,0.075854,1223,307,25,1402,0.996434,31,607,246,153,195,78,150,0.253999,0.193786,5266.232068,6858.542056,32615,8937.718894,9717.650350,1324,108,672
06037222100,3738,0.185393,0.363296,34,20,3,0.609417,0.668272,0.331728,0.085875,1093,325,31,1230,0.971545,18,487,184,114,234,104,117,0.280462,0.211345,6548.051948,8429.166667,28382,8680.821918,13063.414634,1181,95,733
06037222200,3878,0.189789,0.310985,9,81,25,0.629706,0.682310,0.317690,0.063435,1171,348,42,1328,0.961596,0,455,206,119,197,64,148,0.336861,0.210931,4891.093117,6112.903226,25181,8649.261084,20536.263736,1250,99,890
06037222500,4437,0.157539,0.416498,76,17,4,0.581474,0.662159,0.337841,0.077304,1222,268,21,1501,0.981346,56,671,183,126,208,82,149,0.321097,0.273322,5326.047904,6538.323353,28858,8074.324324,9203.870968,1325,99,793
06037222600,5428,0.190678,0.346168,51,191,2,0.598195,0.653279,0.346721,0.062270,1601,455,50,1586,0.970366,50,608,301,185,271,103,120,0.407747,0.246721,5069.873418,6451.937984,23676,9218.303571,16653.448276,1707,118,1241
06037222700,475,0.555789,0.063158,2,103,0,0.448421,0.842105,0.157895,0.027368,206,152,85,177,0.983051,0,147,80,46,133,56,6,0.721839,0.043689,4698.555556,4407.000000,14897,7570.894737,14487.000000,219,17,199
06037224010,2716,0.272828,0.065906,49,126,2,0.846097,0.723490,0.276141,0.054124,851,340,98,903,0.975637,7,435,246,122,255,43,73,0.369713,0.160987,4314.963504,4196.195122,20969,6219.336364,3582.066667,916,85,795
06037224020,3485,0.376471,0.032712,21,56,5,0.925968,0.696413,0.303874,0.043902,938,233,77,1116,0.975806,9,573,520,266,375,142,135,0.399190,0.208955,4854.418367,5661.725806,22308,7074.601852,3085.080000,1037,76,887
06037224200,1559,0.345093,0.051956,35,18,0,0.898012,0.694035,0.305324,0.051315,441,141,43,493,0.973631,13,256,157,96,173,30,35,0.382536,0.197279,3979.735632,6378.187500,20792,7739.338462,7753.714286,475,33,401
06037224310,2282,0.299737,0.017528,18,59,5,0.926380,0.665206,0.334794,0.032866,591,120,17,700,0.991429,29,312,146,71,151,40,48,0.435874,0.145516,4682.558140,5666.666667,17241,8215.555556,2516.666667,642,34,554
06037224320,3634,0.314529,0.034948,19,105,3,0.915520,0.675839,0.324986,0.074573,1125,333,141,1199,0.977481,25,447,335,224,371,91,139,0.450867,0.186667,5416.666667,7886.685393,19666,7261.707792,6070.725806,1187,83,1035
06037224410,3644,0.310648,0.049122,35,388,4,0.750823,0.718990,0.281010,0.050768,1151,465,229,1440,0.986806,49,737,396,233,413,186,102,0.373746,0.099044,5350.131579,5428.481481,24337,7964.888060,9827.058824,1244,90,1034
06037224420,2430,0.347325,0.056379,58,63,5,0.852675,0.726749,0.273251,0.060905,683,210,77,855,0.957895,9,361,245,157,323,177,96,0.356016,0.257687,4317.045455,6179.411765,23917,9675.862069,4827.631579,825,147,619
06037224600,3212,0.415629,0.076276,12,45,9,0.897572,0.648506,0.351183,0.048568,718,138,34,1074,0.976723,24,518,441,269,374,161,133,0.298820,0.178273,4615.921875,5008.000000,24167,7240.342857,2119.555556,756,41,626
06037224700,5880,0.585204,0.066667,21,1233,22,0.235714,0.952381,0.047789,0.010034,1168,924,488,2263,0.967742,85,1654,1715,650,1481,567,36,0.689679,0.050514,6170.542373,7193.629630,19189,6034.153846,5251.692308,1217,53,1111
06037226001,1216,0.263980,0.138158,29,88,0,0.722039,0.731908,0.268092,0.059211,377,197,48,374,0.975936,14,177,150,66,85,28,33,0.406355,0.190981,3858.277778,6082.500000,21351,8100.212121,3290.666667,431,53,331
06037226002,3016,0.264920,0.138594,73,221,2,0.722149,0.731764,0.268236,0.060013,937,490,121,929,0.975242,38,442,372,165,214,70,82,0.407283,0.194237,3784.637363,5556.447368,21351,7797.564706,2967.030303,1070,133,823
06037226410,3990,0.395238,0.024060,43,47,85,0.948120,0.645113,0.354887,0.033835,833,144,47,1099,0.990901,57,701,500,163,416,127,196,0.351045,0.243697,4325.123153,4429.333333,26503,5425.000000,6819.230769,863,35,704
06037226420,5155,0.280698,0.089816,39,180,20,0.860524,0.635306,0.364694,0.043065,1132,200,16,1781,0.960135,48,868,440,250,376,209,225,0.374657,0.186396,5718.009479,6211.702128,25053,9051.530612,15091.208791,1193,61,890
06037226700,6469,0.286907,0.061215,62,51,3,0.936312,0.627609,0.372391,0.046684,1328,143,12,1897,0.969425,41,916,557,329,563,182,272,0.353755,0.214608,4892.280702,4969.444444,23591,6937.640449,6005.932203,1403,86,963
06037227010,4297,0.303002,0.072842,3,0,0,0.906446,0.617873,0.382127,0.042821,896,122,24,1270,0.977953,5,676,409,200,380,118,133,0.399573,0.262277,4205.106383,3636.111111,22059,9788.764045,1500.000000,998,105,682
06037227020,3545,0.257264,0.126939,1,25,3,0.891114,0.616079,0.383921,0.057264,706,88,6,1150,0.933043,12,555,276,172,257,106,131,0.375746,0.215297,7219.736842,11843.396226,26042,9710.000000,5763.636364,794,84,515
06037228100,4929,0.321160,0.101035,110,7,0,0.878880,0.615135,0.384865,0.039765,981,101,16,1289,0.967417,42,647,479,311,444,159,205,0.440821,0.259939,4668.627451,5500.000000,21208,7062.790698,7209.259259,1075,89,637
06037228210,3404,0.345770,0.127203,44,9,2,0.868096,0.626322,0.373678,0.034959,739,123,40,960,0.980208,25,419,326,163,332,83,131,0.327535,0.161028,5867.226891,8933.333333,26081,12414.473684,8976.000000,841,96,486
06037228220,3904,0.287654,0.210553,5,8,1,0.788166,0.597592,0.402408,0.047131,804,97,21,943,0.996819,0,410,350,120,276,87,107,0.449238,0.340796,5930.656934,6609.722222,21445,14673.636364,26067.368421,901,97,545
06037228310,4774,0.354001,0.175953,69,7,2,0.861961,0.601592,0.398408,0.028907,1015,100,25,1484,0.973720,3,801,538,357,466,189,216,0.403376,0.239409,4958.024691,7730.952381,21813,8948.571429,7081.981982,1097,85,760
06037228320,3112,0.365039,0.219152,106,13,8,0.811375,0.603792,0.396208,0.032455,690,124,9,901,0.965594,16,424,319,159,290,168,105,0.368438,0.291304,4678.109453,4665.454545,26293,6414.814815,12136.507937,773,86,517
06037228410,3092,0.434023,0.092173,28,0,0,0.895213,0.618693,0.381307,0.017788,640,65,12,815,0.921472,31,373,382,241,333,99,140,0.430293,0.221875,4367.556338,7033.269231,24625,6945.109375,12493.000000,658,28,474
06037228420,2840,0.204930,0.113028,5,0,0,0.886972,0.554930,0.445070,0.017606,622,99,9,772,0.993523,6,336,188,90,173,40,78,0.449082,0.213826,7554.135338,6253.571429,22235,5122.222222,3473.333333,725,93,496
06037228500,4506,0.310919,0.199956,35,68,10,0.833111,0.609410,0.390590,0.053706,982,187,36,1306,0.978560,4,604,456,230,354,91,151,0.430571,0.259674,6056.470588,6995.000000,22660,5356.140351,51406.015038,1095,117,699
06037228600,4667,0.363831,0.214485,35,15,0,0.800729,0.603814,0.396186,0.049711,1037,161,5,1215,0.983539,18,491,445,267,400,170,185,0.372710,0.314368,5252.147239,5677.966102,21013,6568.932039,19002.439024,1131,101,776
06037228710,4031,0.273133,0.163979,70,14,2,0.831804,0.598115,0.401885,0.064004,914,130,12,876,0.981735,0,422,319,89,239,51,81,0.446061,0.324945,5293.939394,5407.317073,19394,6676.470588,7124.615385,1003,111,636
06037228720,4157,0.320423,0.154679,2,0,3,0.852297,0.598749,0.401251,0.041376,879,90,0,1116,0.948925,6,431,393,202,376,163,167,0.393594,0.273038,5339.583333,6279.629630,24010,13087.719298,50812.195122,968,86,615
06037228800,5354,0.322936,0.153717,29,163,2,0.807807,0.565745,0.434255,0.039410,1143,148,8,1230,0.975610,30,631,459,227,435,127,133,0.445095,0.365704,4895.933014,4509.523810,21347,8129.347826,6670.247934,1223,75,832
06037228900,3068,0.296610,0.148631,9,108,2,0.770535,0.581160,0.418840,0.039765,715,92,55,822,0.944039,30,300,231,149,288,123,98,0.445538,0.461538,6506.060606,7540.495868,20560,7526.315789,39649.019608,761,55,583
06037229100,4094,0.261358,0.147533,80,25,1,0.855154,0.598192,0.401808,0.030777,836,127,5,1269,0.946414,7,529,333,207,277,94,183,0.318249,0.217703,5834.065934,7851.351351,30868,8174.468085,5422.666667,919,80,497
06037229200,4313,0.252261,0.226988,111,9,2,0.746116,0.613030,0.386970,0.066311,1087,279,4,985,0.955330,34,289,286,121,286,72,133,0.435382,0.356026,4796.124031,6340.689655,20893,7408.527132,6865.454545,1159,81,799
06037229300,4961,0.274541,0.203185,31,4,2,0.800040,0.624269,0.375731,0.044547,1171,232,4,1388,0.976225,21,601,377,234,310,100,161,0.436614,0.243382,5096.842105,6997.701149,22140,7480.225989,9502.272727,1312,140,942
06037229410,3274,0.257178,0.180819,12,0,1,0.805742,0.606597,0.393403,0.042150,783,122,4,969,0.925697,18,435,248,169,195,80,105,0.331386,0.191571,5794.000000,6477.777778,26780,8507.086614,10944.444444,837,69,528
06037229420,4450,0.309438,0.173933,16,0,2,0.814607,0.598202,0.401798,0.040899,974,160,33,1090,0.982569,5,521,440,224,349,48,133,0.388076,0.234086,7551.315789,5957.692308,22717,11041.447368,7723.214286,1071,101,621
06037231100,3310,0.469486,0.104230,30,26,6,0.863444,0.641088,0.358912,0.030514,730,115,54,806,0.924318,22,354,469,291,430,86,128,0.448021,0.195890,4456.783217,5057.309524,22538,7929.741935,10968.128205,810,71,618
06037231210,3523,0.222538,0.349986,34,41,30,0.621629,0.635538,0.364462,0.059892,1002,224,15,1088,0.966912,24,359,187,157,263,100,76,0.382277,0.281437,4359.574468,5056.989247,26858,6773.287671,9988.750000,1110,112,801
06037231220,3539,0.300650,0.360271,9,12,0,0.622775,0.635490,0.364510,0.044363,1007,250,53,1022,0.945205,70,555,270,162,290,122,59,0.402560,0.277061,5724.372760,6479.527559,20916,7601.360544,12546.969697,1062,55,855
06037231300,4561,0.240298,0.397062,42,61,4,0.556895,0.651611,0.348389,0.071256,1328,358,14,1331,0.990233,12,357,278,145,267,129,117,0.368677,0.189759,5290.079365,5792.857143,23875,9718.595041,6162.179487,1477,146,870
06037231400,4256,0.125940,0.490602,19,181,0,0.443374,0.696194,0.303806,0.083177,1358,466,17,1489,0.960376,4,522,178,132,129,69,127,0.254641,0.263623,5655.307263,6479.187817,36397,9049.710983,14477.852349,1463,133,824
06037231500,4218,0.159554,0.544334,56,148,0,0.379801,0.692745,0.307255,0.118303,1292,337,11,1264,0.975475,23,565,211,91,220,90,176,0.190271,0.160217,4651.690821,5208.510638,40625,9810.602911,35367.636364,1390,94,455
06037231600,6364,0.185418,0.436518,55,103,18,0.542740,0.668133,0.331867,0.102137,1860,556,31,1825,0.993973,39,775,388,200,327,97,181,0.330427,0.277957,5130.754352,6063.402062,27120,9025.059666,37009.745763,2053,202,1241
06037231710,4303,0.227980,0.187776,38,89,8,0.776667,0.617709,0.382291,0.029282,1130,228,18,1079,0.966636,32,501,343,180,292,136,96,0.510583,0.279646,4549.050633,5285.148515,15938,4446.341463,8505.769231,1257,134,1053
06037231720,5372,0.246277,0.230268,12,119,4,0.733991,0.624721,0.375279,0.064966,1420,377,36,1410,0.976596,48,647,420,141,361,112,175,0.432215,0.319718,4857.125551,5866.277228,18237,6777.563786,9595.375000,1560,134,1109
06037231800,4594,0.252503,0.184371,8,20,18,0.806704,0.638659,0.361341,0.050718,1181,273,17,1429,0.980406,30,708,307,125,336,115,165,0.461742,0.252329,5166.996644,5267.148936,18277,8300.826087,9585.104895,1282,106,963
06037231900,4763,0.256771,0.213101,59,20,0,0.786059,0.629015,0.370985,0.047029,1137,238,14,1351,0.988897,11,617,300,193,315,95,183,0.462787,0.257696,4911.436860,6439.573333,21352,7607.000000,11542.009009,1251,122,829
06037232110,2943,0.233095,0.366293,58,9,20,0.611621,0.647299,0.352701,0.078152,739,145,0,858,0.988345,52,429,209,152,200,79,99,0.392305,0.266576,6078.680203,8951.948052,23827,8051.127820,9144.000000,918,143,542
06037232120,4713,0.241460,0.270104,114,40,9,0.725440,0.639083,0.360917,0.056227,1293,339,17,1379,0.990573,13,565,254,144,309,135,157,0.405630,0.217324,6390.565836,6659.483871,23056,7617.681592,21190.358779,1376,124,957
06037232200,2877,0.162669,0.534585,0,19,0,0.444908,0.683698,0.316302,0.075078,850,189,9,974,0.985626,15,321,143,80,131,47,91,0.351582,0.236471,3997.014925,5214.634146,28750,6175.384615,13239.130435,842,72,455
06037232300,3924,0.163609,0.474006,78,5,2,0.517839,0.655708,0.344292,0.110601,955,230,0,1019,0.981354,31,409,176,88,194,69,124,0.250907,0.164398,6128.662420,5794.520548,36518,10966.237942,12838.016529,1135,95,462
06037232400,6366,0.139020,0.609802,47,23,13,0.405906,0.675778,0.324222,0.106817,1857,464,19,1893,0.987322,74,751,266,110,208,87,164,0.306280,0.272482,5570.948617,6509.818182,27906,8683.653846,10024.687500,2038,197,974
06037232500,4249,0.196988,0.562956,121,4,0,0.419157,0.646034,0.353966,0.093669,1299,407,15,1044,0.972222,39,304,217,87,191,36,101,0.283877,0.297152,5690.932642,6460.194175,27444,8219.496855,66582.580645,1456,153,790
06037232600,5460,0.231868,0.427656,10,17,2,0.543956,0.651282,0.348718,0.087912,1546,366,14,1557,0.969171,65,536,409,207,340,137,181,0.304177,0.291721,6145.676275,7613.944223,26379,8057.042254,42776.785714,1771,226,869
06037232700,5744,0.221797,0.338440,14,13,2,0.656511,0.624478,0.375522,0.066504,1461,315,34,1526,0.973788,19,541,340,149,373,154,191,0.391434,0.249144,6296.892857,6852.991935,22667,8215.154430,10388.597122,1621,165,970
06037232800,3134,0.214103,0.267071,15,2,5,0.717932,0.624123,0.375877,0.056477,760,145,19,869,0.980437,9,347,186,93,174,63,103,0.377927,0.185526,5181.070922,7868.209677,24250,7408.315068,7764.052632,844,85,521
06037234000,5053,0.060558,0.759153,7,159,0,0.202652,0.730457,0.269543,0.172571,1890,647,14,1907,0.966964,56,1025,38,33,123,17,129,0.239960,0.201587,5526.509186,6156.194690,42344,9922.955975,16183.582090,2011,108,643
06037234200,2374,0.020640,0.816765,1,364,0,0.010110,0.799495,0.200505,0.268745,1096,476,11,944,0.971398,14,564,16,10,28,8,19,0.107234,0.125000,6448.905109,7522.340426,54559,10252.343750,28055.927052,1104,28,377
06037234300,4262,0.020648,0.946739,69,26,20,0.013609,0.772407,0.227593,0.144768,2230,1151,10,1987,0.993457,23,911,47,25,15,15,54,0.161192,0.137668,4614.332248,4803.431373,46709,8589.647059,15975.783476,2392,170,1753
06037234501,3115,0.110754,0.705618,6,73,11,0.257464,0.700161,0.299518,0.130016,1095,382,13,1105,0.963801,33,526,97,45,79,25,117,0.191176,0.290411,5001.584906,6249.506250,39550,8845.707101,12202.620370,1181,90,576
06037234502,2258,0.111160,0.705492,5,53,9,0.257750,0.700620,0.299823,0.130647,794,278,11,801,0.965044,25,382,72,34,58,19,85,0.191163,0.292191,4968.517241,6247.232759,39550,8844.289796,12090.088608,857,66,419
06037234600,4813,0.074174,0.771868,51,68,0,0.205485,0.712030,0.287970,0.122377,1542,436,10,1724,0.972158,50,670,101,66,126,50,178,0.163027,0.198444,5762.091503,5182.456140,35455,10060.428850,32939.303483,1674,128,587
