AREAKEY,SHR0D,SHRWHT0,SHRBLK0,SHRAMI0N,SHRASN0N,SHRHIP0N,SHRHSP0,ADULT0,CHILD0,OLD0,NUMHHS0,NONFAM0,WNONFAM0,WRCNTY0D,WRKSM0,WKHOME0,COMMUT20,WM16P0,WMEMP0,WF16P0,WFEMP0,WORKER30,POVRAT0,WELFARE0,AVWELIN0,AVSSI0,MDFAMY0,AVSOCS0,AVRETR0,TOTHSUN0,VACHU0,RNTOCC0
06037101110,4500,0.747333,0.014444,62,417,1,0.281333,0.739556,0.260444,0.088000,1637,556,465,2012,0.976640,79,1039,1261,802,1243,671,150,0.131091,0.095907,7300.000000,8338.709677,48221,10574.137931,7473.333333,1669,43,804
06037101122,690,0.843478,0.004348,0,57,2,0.147826,0.773913,0.224638,0.113043,253,69,66,317,0.977918,11,130,235,165,226,119,20,0.039039,0.083004,7621.333333,8648.625000,61714,11733.620690,33019.166667,259,7,36
06037101210,5993,0.635742,0.070749,63,407,9,0.407809,0.697480,0.302520,0.047055,2058,609,495,2383,0.974822,42,1109,1342,838,1352,690,158,0.262712,0.182216,5999.466667,8650.819672,33094,9192.349727,7755.844156,2171,78,1849
06037101220,3101,0.674621,0.017736,10,142,17,0.408255,0.729765,0.270235,0.068688,1259,607,530,1223,0.975470,19,622,749,492,749,368,48,0.204979,0.162828,5272.195122,7951.666667,32121,10376.126126,7578.400000,1281,59,759
06037101300,3962,0.867239,0.009339,10,334,8,0.090611,0.792277,0.207219,0.164816,1483,374,335,1872,0.981838,82,956,1327,822,1378,718,165,0.034881,0.071477,9707.235849,10994.950000,67293,13909.019022,25312.251880,1522,38,219
06037101400,3761,0.827174,0.011167,70,252,2,0.178676,0.769210,0.230790,0.125764,1410,460,446,1769,0.950820,69,843,1200,812,1183,643,117,0.034036,0.031915,6657.866667,7189.250000,54875,11066.473881,17671.253807,1454,58,373
06037102103,2138,0.717493,0.016838,3,248,2,0.336763,0.785781,0.213751,0.121609,737,209,174,961,0.973985,31,534,580,350,596,284,86,0.089817,0.073270,5417.685185,6728.766667,67736,12765.579787,16120.107438,753,13,162
06037102104,2984,0.727547,0.017091,3,353,3,0.318029,0.791555,0.208110,0.125670,1042,298,250,1354,0.974151,46,753,826,499,851,407,119,0.084337,0.071977,5348.906667,6504.325581,69186,12851.881041,16207.178161,1064,18,218
06037102105,877,0.735462,0.017104,1,105,1,0.304447,0.795895,0.204105,0.127708,309,88,75,401,0.975062,13,222,246,148,253,121,35,0.080891,0.071197,5310.681818,6829.083333,70100,12971.975000,16315.480769,315,5,62
06037102107,4633,0.767106,0.020073,49,314,1,0.300453,0.749622,0.249946,0.129074,1616,502,439,2067,0.965167,66,1036,1293,838,1446,761,126,0.144497,0.096535,6217.371795,6065.193548,51790,11286.822857,15135.662551,1667,52,557
06037103101,1209,0.815550,0.021505,9,116,0,0.173697,0.736973,0.262200,0.135649,425,106,97,561,0.973262,31,232,382,261,378,212,53,0.028950,0.068235,5014.758621,6588.611111,71417,12744.675000,17026.573034,437,10,58
06037103102,4462,0.750784,0.003810,71,426,11,0.257732,0.737113,0.262887,0.116316,1570,488,411,1972,0.960446,158,881,1228,846,1359,670,161,0.078286,0.124204,4842.564103,6292.063492,53295,10431.372549,13202.597403,1638,68,465
06037103200,4778,0.786312,0.066346,36,356,1,0.190247,0.774383,0.225408,0.138342,1752,618,534,2146,0.977167,88,996,1542,963,1465,780,125,0.098539,0.049087,5824.348837,6865.483333,65985,11009.973872,17923.181159,1802,53,597
06037103300,2454,0.884678,0.006112,12,100,5,0.134067,0.796659,0.202934,0.127547,921,261,246,1294,0.945904,65,672,875,635,902,514,53,0.080280,0.029316,5731.407407,5197.700000,77330,13677.985000,20255.112245,950,30,136
06037103400,4067,0.806000,0.015982,61,316,3,0.219818,0.764200,0.236046,0.124170,1592,597,540,2011,0.965689,64,969,1170,830,1330,726,111,0.103535,0.060302,5343.708333,4441.655172,55141,11448.661972,12478.896996,1645,58,574
06037104103,3840,0.354688,0.205208,11,231,1,0.629427,0.667188,0.332813,0.054948,785,74,40,1436,0.943593,23,742,438,215,435,205,256,0.127528,0.091720,4688.888889,5500.000000,56339,11206.153846,15988.311688,798,17,102
06037104105,5229,0.421878,0.120673,29,298,2,0.748518,0.614267,0.385733,0.026583,1340,208,98,1797,0.965498,8,952,613,391,635,311,248,0.238178,0.217910,4806.691781,5905.382114,31282,10636.110236,7838.270000,1398,54,660
06037104108,1175,0.365106,0.224681,12,14,3,0.682553,0.648511,0.350638,0.060426,295,53,24,419,0.988067,12,201,158,103,129,49,47,0.192580,0.152542,4640.222222,6484.615385,35846,7763.672414,10823.333333,296,6,157
06037104124,3955,0.499621,0.211631,4,273,33,0.423009,0.704678,0.295322,0.083692,1107,317,241,1686,0.946026,84,840,737,455,751,448,158,0.146829,0.115628,3481.851563,5820.537037,60409,10031.424731,9139.020833,1146,55,179
06037104201,4791,0.345648,0.154456,49,13,0,0.824463,0.618451,0.381549,0.056356,833,19,6,1483,0.939987,29,839,470,245,462,201,245,0.204696,0.164466,5191.240876,6539.024390,40966,9714.163090,9360.431655,881,28,229
06037104203,1638,0.389499,0.151404,25,53,0,0.740537,0.659951,0.339438,0.057998,358,70,32,552,0.952899,12,277,222,121,191,83,72,0.199363,0.148045,4638.150943,5426.640000,35962,11560.464789,10299.822222,368,11,139
06037104204,6171,0.390212,0.151839,97,203,2,0.740723,0.660509,0.339653,0.058661,1350,267,125,2083,0.952952,47,1047,838,456,722,315,274,0.199932,0.151111,4539.107843,5323.270833,35962,11536.593284,10150.627907,1388,44,524
06037104310,5270,0.336812,0.062619,59,23,4,0.912713,0.636433,0.363188,0.065275,911,91,34,1469,0.965963,51,779,533,251,505,145,261,0.164996,0.261251,6757.168067,6929.457627,38157,9059.297297,7108.102273,927,9,261
06037104320,5748,0.412839,0.137091,59,71,1,0.843772,0.671886,0.328114,0.078984,1234,207,64,1746,0.966208,27,1078,743,394,668,190,354,0.175355,0.205024,6200.482213,7586.787234,38728,8599.964072,7893.051282,1307,71,571
06037104401,2933,0.444255,0.009206,48,16,3,0.955336,0.652574,0.347085,0.057620,551,42,26,904,0.950221,4,463,403,212,373,140,155,0.151903,0.221416,5956.581967,6550.081633,37337,9528.263158,8202.549451,573,17,216
06037104403,3502,0.422616,0.006282,79,38,2,0.942890,0.641348,0.358081,0.060537,676,48,27,1145,0.933624,13,647,460,253,433,176,193,0.232538,0.165680,5726.732143,6917.780000,37454,10199.335714,8657.783784,708,28,280
06037104404,2427,0.449938,0.009477,50,14,4,0.953440,0.650597,0.349403,0.058508,459,37,25,757,0.945839,4,392,338,184,313,118,127,0.164780,0.222222,5717.921569,5947.534884,36861,9561.270833,7761.891892,477,16,188
06037104500,2529,0.353895,0.005536,28,56,4,0.940293,0.640569,0.359431,0.065243,491,27,9,829,0.939686,18,508,289,130,280,133,168,0.263789,0.112016,6873.781818,11373.560000,40764,9285.884615,12249.700000,515,24,173
06037104610,3600,0.432500,0.005000,166,174,1,0.926111,0.658333,0.341667,0.069444,753,75,37,1216,0.960526,24,556,546,303,470,159,222,0.282572,0.090305,3777.941176,6353.571429,35603,9968.275862,24729.333333,788,35,402
06037104620,3417,0.433128,0.006438,48,5,1,0.961077,0.642962,0.357038,0.082821,680,49,14,1047,0.963706,0,581,439,224,435,144,131,0.213713,0.182353,7747.580645,5350.877193,33566,9218.232044,11640.196078,692,17,197
06037104701,4168,0.367802,0.040307,9,4,0,0.953215,0.578935,0.421065,0.041027,848,76,27,878,0.914579,7,434,466,163,453,99,157,0.485963,0.284198,6185.892116,5850.000000,19881,8841.071429,4877.631579,868,17,655
06037104703,2132,0.397749,0.162289,4,31,2,0.736867,0.647749,0.351782,0.055816,554,96,54,756,0.988095,11,385,255,180,264,101,69,0.256520,0.140794,5970.166667,7031.095238,31909,9083.610000,10697.390625,579,24,234
06037104704,3030,0.397690,0.162706,6,44,3,0.737294,0.648185,0.351815,0.056106,788,137,76,1074,0.988827,16,547,362,256,376,144,98,0.256504,0.140863,5962.576577,6995.166667,31909,9091.718310,10692.824176,823,34,333
06037104810,5101,0.395805,0.018232,47,117,1,0.903744,0.676338,0.323662,0.059988,1054,107,61,1886,0.944327,27,1018,779,429,679,253,297,0.141781,0.148008,6785.256410,9616.363636,39792,10847.280335,7386.956522,1116,60,334
06037104821,2819,0.417524,0.023058,34,146,0,0.874069,0.650940,0.348705,0.075559,657,90,39,844,0.959716,0,546,370,190,375,119,122,0.213906,0.133942,5204.375000,5056.754386,31797,9348.557971,8144.461538,663,10,392
06037104822,3144,0.402672,0.019084,37,141,1,0.889631,0.648537,0.351145,0.073155,704,84,36,961,0.955255,5,613,400,200,402,140,153,0.225056,0.129261,5511.120879,5873.642857,33863,9353.277027,9179.622222,716,14,385
06037106010,3968,0.554183,0.097782,31,196,0,0.577621,0.705393,0.294607,0.074597,1240,273,189,1750,0.970286,24,849,767,502,861,496,182,0.087443,0.084677,7614.323810,8373.804348,51242,11100.850000,16235.044118,1283,31,366
06037106020,5524,0.537292,0.038197,24,266,24,0.674511,0.666365,0.333635,0.061550,1459,240,170,2421,0.953325,21,1129,1036,756,1023,521,328,0.120576,0.096642,5429.134752,5985.795181,57000,13333.403333,29351.989899,1499,43,350
06037106111,3868,0.623578,0.051189,4,253,4,0.503878,0.708635,0.291107,0.068769,1174,221,183,1734,0.976932,27,714,870,569,883,521,208,0.062060,0.010221,10507.833333,16499.250000,61450,13133.627219,16139.200000,1200,29,126
06037106112,4771,0.521903,0.055754,16,61,4,0.679313,0.672186,0.327604,0.098512,1199,171,132,1961,0.963284,33,923,874,590,933,472,190,0.065435,0.062552,4627.786667,5201.488372,56772,10015.303448,13523.008658,1216,33,203
06037106113,3125,0.571520,0.028480,13,149,11,0.621760,0.701760,0.298240,0.078080,807,111,102,1293,0.969838,8,717,666,368,648,266,187,0.079470,0.013631,4236.363636,3250.000000,56713,11619.580420,15146.296296,805,16,149
06037106114,5097,0.460663,0.070041,34,172,10,0.794389,0.645282,0.354522,0.075535,1395,319,281,1861,0.965610,34,990,756,465,781,373,203,0.151037,0.141219,8724.208122,10427.892857,39578,11603.377593,10756.874317,1456,35,742
06037106403,3619,0.545731,0.008566,48,38,0,0.830616,0.675048,0.324952,0.065211,802,77,58,1175,0.929362,0,561,672,347,641,218,216,0.074979,0.058603,3448.936170,3510.000000,51106,9152.863436,10331.137725,825,24,172
06037106405,2481,0.626360,0.054010,43,89,2,0.569528,0.714631,0.284563,0.112455,788,208,167,933,0.966774,28,420,538,312,613,257,104,0.140942,0.071066,5760.214286,7289.103448,52399,11841.495575,33036.348148,814,25,175
06037106406,4507,0.630131,0.052363,84,161,7,0.569558,0.715332,0.285112,0.115154,1436,384,310,1683,0.966132,55,755,986,569,1124,464,192,0.144422,0.073120,5414.514286,6682.824561,52460,11771.776722,33175.872510,1482,51,316
06037106407,2568,0.498053,0.090732,5,91,2,0.711838,0.633178,0.366433,0.080218,668,134,97,828,0.948068,18,409,398,196,438,190,87,0.250608,0.170659,5117.938596,5151.568182,31716,8124.911504,8243.206897,693,23,436
06037106408,2558,0.498827,0.091869,7,92,4,0.711884,0.633698,0.366693,0.080532,667,136,100,827,0.948005,20,409,397,198,440,190,89,0.251933,0.173913,5009.887931,5011.333333,31643,8059.858407,7954.237288,692,24,437
06037106510,3581,0.642279,0.137671,38,197,9,0.459648,0.606534,0.393186,0.068696,949,223,166,1301,0.973866,67,710,912,510,759,321,114,0.080423,0.055848,7051.943396,7647.437500,69804,11729.980392,45188.889764,984,26,227
06037106520,5717,0.586846,0.005772,135,137,7,0.776631,0.680602,0.319398,0.087109,1399,277,246,1887,0.950715,39,1044,1192,649,1105,452,270,0.133037,0.079342,4310.810811,5298.412698,43314,12221.183801,9232.978723,1421,41,274
06037106603,3065,0.642088,0.078956,8,646,0,0.109299,0.765416,0.234258,0.106036,968,116,67,1557,0.958253,70,574,775,552,749,445,164,0.046189,0.071281,7382.768116,5550.351351,99680,12814.342995,26668.250000,978,17,66
06037106604,4484,0.452052,0.031222,97,388,0,0.746432,0.661240,0.338537,0.059991,1088,167,121,1647,0.935641,73,1042,716,378,702,304,202,0.172313,0.101103,5550.145455,5484.155172,48125,10583.096447,12986.192593,1116,23,440
06037106641,2356,0.741935,0.019100,54,480,2,0.065789,0.738115,0.261885,0.143463,771,90,90,1097,0.961714,59,423,674,421,597,350,62,0.011460,0.057069,5425.000000,5973.076923,87538,13683.870968,31880.000000,791,20,88
06037106642,3039,0.787101,0.015466,2,412,6,0.161237,0.794011,0.205989,0.146759,1051,226,220,1575,0.935238,59,736,958,697,975,540,141,0.032183,0.048525,7080.666667,10525.600000,73937,13957.267797,29808.236607,1064,11,64
06037106643,4073,0.738522,0.033882,0,821,2,0.100417,0.727228,0.272281,0.097962,1239,133,109,1935,0.974160,111,906,1124,824,1125,602,177,0.047901,0.051655,6344.718750,6206.607843,106281,14143.861925,23101.134146,1270,23,63
06037106645,1564,0.725703,0.038363,2,262,3,0.150895,0.782609,0.216752,0.149616,545,111,98,745,0.961074,48,329,454,330,456,206,54,0.049838,0.038532,5580.619048,5859.062500,80186,12879.221477,29012.351852,557,10,68
06037106646,1909,0.666317,0.040335,2,301,28,0.247250,0.757988,0.241488,0.129387,615,122,110,907,0.954796,35,468,500,350,499,275,95,0.073196,0.039024,7701.541667,8512.187500,69407,11370.829412,21112.876106,633,13,96
06037106648,2594,0.419429,0.037779,18,206,0,0.765998,0.668851,0.331149,0.064765,615,77,55,1001,0.950050,2,498,361,211,368,149,139,0.144527,0.105691,5580.215385,5907.185185,54479,10065.117647,18862.860000,633,18,179
06037106649,3395,0.422091,0.037113,27,271,0,0.764654,0.667747,0.331664,0.064212,806,102,72,1304,0.949387,7,660,477,276,484,197,179,0.146472,0.104218,5644.821429,5874.333333,53973,10115.137755,18596.703125,829,23,242
06037107010,3225,0.481550,0.004341,107,24,2,0.867597,0.656124,0.343876,0.066357,661,86,64,1147,0.971229,15,687,480,228,493,153,109,0.191246,0.089259,4500.000000,5800.000000,42316,8242.483660,19754.216867,669,14,146
06037107020,4258,0.400423,0.023720,29,59,14,0.884688,0.650540,0.349460,0.050963,914,138,94,1409,0.914833,38,672,554,243,578,139,258,0.141232,0.100656,5697.826087,8488.571429,49519,9498.089172,12202.564103,983,32,287
06037108101,2292,0.741710,0.006545,0,514,1,0.057592,0.796248,0.203752,0.120855,828,98,82,1138,0.977153,49,563,680,479,739,359,110,0.037958,0.016908,2764.285714,5500.000000,70938,15115.646259,18331.623932,795,14,80
06037108102,3622,0.684428,0.022087,3,992,0,0.081999,0.774434,0.225290,0.146880,1283,252,230,1923,0.969839,64,805,957,718,1050,605,137,0.032855,0.045207,4436.172414,5474.409091,104057,13280.752841,17399.505102,1303,18,120
06037108103,3531,0.592750,0.016992,0,1343,3,0.038233,0.753611,0.246672,0.099122,1070,62,49,1786,0.965286,36,753,764,518,873,510,200,0.012461,0.080374,6454.941860,6042.895522,112390,11037.909091,30506.824561,1085,11,67
06037108104,1719,0.799884,0.004654,0,275,10,0.095404,0.745782,0.254218,0.070971,575,72,66,904,0.933628,18,355,548,436,504,270,92,0.012798,0.000000,0.000000,0.000000,117329,16544.067568,39563.538462,576,9,36
06037108201,1507,0.517585,0.021898,1,681,5,0.052422,0.719310,0.281354,0.071002,498,64,57,720,0.943056,41,247,274,227,309,180,56,0.011288,0.060241,5175.266667,6560.133333,107430,12536.906250,18481.263158,517,19,43
06037108202,3208,0.515274,0.021197,0,1453,6,0.051434,0.719140,0.280860,0.070449,1057,134,118,1528,0.944372,84,522,579,477,653,379,117,0.010296,0.059603,5275.333333,6794.870968,107376,12825.992481,18832.448718,1100,37,89
06037109100,3811,0.578588,0.048806,23,428,25,0.518761,0.723695,0.274993,0.215167,908,150,133,1410,0.956028,26,790,763,435,920,308,196,0.112392,0.101322,6499.836957,7889.791045,52425,11708.145669,13987.933333,957,22,183
06037109200,2055,0.679319,0.039903,2,311,1,0.311922,0.766423,0.233577,0.126034,654,118,105,986,0.974645,24,496,511,376,558,305,124,0.058077,0.047401,6238.903226,6130.322581,71883,10146.176471,17009.636364,640,10,89
06037109300,2809,0.687433,0.039516,13,402,11,0.344607,0.755785,0.244571,0.169455,907,222,209,1232,0.956981,49,676,712,461,811,416,160,0.033153,0.080485,7226.082192,7821.666667,62759,11594.775920,15159.836957,918,23,140
06037109400,3505,0.512411,0.039087,12,301,4,0.692154,0.710414,0.289301,0.115549,965,214,185,1469,0.947583,13,780,614,384,641,317,173,0.101045,0.115026,5774.297297,6794.080645,51217,12067.834532,24280.196721,998,30,200
06037109500,3240,0.448457,0.015741,12,85,6,0.904012,0.664198,0.336111,0.086420,760,89,55,1212,0.949670,25,590,466,301,489,216,179,0.199007,0.117105,4516.168539,6779.500000,40833,11484.448980,9714.754098,795,36,256
06037109601,5660,0.511661,0.051413,35,607,10,0.631095,0.696290,0.304064,0.101943,1497,258,200,2423,0.938919,23,1342,1005,645,1001,534,298,0.081408,0.108884,5520.263804,5897.534091,55129,11344.798030,17688.395604,1526,33,287
06037109603,3207,0.576551,0.047396,30,429,0,0.410976,0.732148,0.267228,0.120050,1033,259,212,1326,0.970588,41,701,705,418,705,352,116,0.101663,0.089061,5412.717391,7311.410714,57834,11331.602230,12523.798969,1057,21,289
06037109604,3402,0.574662,0.047031,36,438,11,0.427690,0.736332,0.263668,0.127278,1099,286,232,1398,0.967811,48,732,754,428,751,359,121,0.094250,0.084622,5817.440860,7138.661538,60074,11639.496732,13556.933014,1120,23,270
06037109700,3909,0.629573,0.042722,22,618,36,0.329240,0.754413,0.246355,0.136608,1312,363,310,1704,0.948357,73,864,939,546,976,481,151,0.085221,0.075457,6902.898990,7424.625000,60380,13729.725543,13760.599138,1337,30,269
06037109800,4566,0.610162,0.044459,15,732,4,0.360272,0.734998,0.265221,0.110600,1471,358,320,2023,0.954029,58,1051,1008,671,1071,590,193,0.113527,0.100612,5112.858108,6896.871795,51925,12697.889535,13435.639676,1514,40,461
06037111100,2364,0.643401,0.040609,4,364,46,0.284687,0.749154,0.250846,0.122250,740,147,132,1123,0.951915,33,612,595,408,591,352,132,0.081814,0.039189,8581.655172,9948.000000,65247,10619.913043,17175.060606,761,16,126
06037111201,3026,0.712822,0.018506,4,390,26,0.251157,0.747852,0.253139,0.158625,984,206,193,1345,0.967286,42,762,827,563,874,416,136,0.075240,0.041667,9081.804878,9430.531250,65641,11476.248428,18262.664093,1003,27,119
06037111202,4847,0.714669,0.028265,13,884,11,0.169177,0.755725,0.244275,0.129565,1746,505,439,2312,0.944204,112,1207,1317,963,1438,780,123,0.064339,0.065292,10941.692982,13716.753247,57390,11188.000000,19795.170569,1791,46,596
06037111204,5785,0.751599,0.035264,1,1163,0,0.072256,0.758686,0.241141,0.146586,1893,204,170,2730,0.956777,119,1276,1681,1177,1752,906,269,0.032671,0.060750,6323.321739,7366.637363,108135,13975.538136,23293.145946,1923,28,95
06037111205,2348,0.724020,0.040460,4,463,3,0.130750,0.786627,0.212947,0.152044,862,216,163,1138,0.964851,87,582,653,420,714,394,79,0.064985,0.074246,6332.484375,7233.785714,69073,13221.195745,31333.835165,878,17,209
06037111206,4920,0.731301,0.032927,6,1016,13,0.128049,0.775813,0.224390,0.154268,1724,336,281,2320,0.977155,182,1133,1377,893,1501,818,165,0.064885,0.070766,5759.434426,7198.912500,71514,13040.326376,36928.849604,1746,27,196
06037111301,6714,0.620494,0.072088,68,1399,10,0.187817,0.765713,0.234287,0.078493,2663,1013,813,3473,0.947308,109,1784,1565,1136,1695,1048,187,0.116644,0.068719,5766.120219,7820.909091,51040,10350.938967,19482.075472,2727,68,1672
06037111302,3790,0.707916,0.058839,16,684,4,0.137203,0.809499,0.190237,0.147493,1530,541,364,1946,0.939363,146,1086,1047,660,1153,656,135,0.066525,0.081699,7114.240000,6673.215909,63958,13552.555215,19395.676568,1570,49,733
06037111400,6947,0.633511,0.037858,36,1504,4,0.257377,0.748093,0.251907,0.117029,2459,661,460,3146,0.942784,120,1562,1589,1092,1767,909,165,0.127374,0.072794,6254.905028,7210.970000,50887,10818.345924,20051.996885,2588,127,1336
06037113101,2399,0.850354,0.019175,0,290,0,0.085452,0.768654,0.230930,0.151313,774,114,99,1166,0.943396,71,599,762,546,824,436,105,0.062265,0.027132,3655.857143,5427.500000,98027,13107.830000,39625.418605,788,18,56
06037113102,3925,0.848917,0.019873,1,482,2,0.085860,0.768662,0.231847,0.151592,1269,186,163,1908,0.944444,117,979,1246,894,1348,713,174,0.061814,0.029157,3595.351351,4938.782609,98233,13001.193939,38817.817757,1292,30,94
06037113211,3838,0.854091,0.018760,12,404,1,0.086243,0.801199,0.198541,0.151120,1541,476,447,1897,0.948867,91,1000,1278,825,1433,811,132,0.033983,0.021415,3802.939394,3802.939394,79947,15039.946565,16702.382060,1584,37,199
06037113212,3050,0.695410,0.034426,28,613,22,0.139344,0.776066,0.223934,0.110164,1067,290,237,1568,0.894770,47,751,830,561,873,560,127,0.045346,0.038425,6534.146341,11772.222222,70208,13179.069767,20060.447761,1089,19,366
06037113213,4394,0.699135,0.042330,41,885,8,0.146791,0.777424,0.222576,0.119254,1630,475,371,2254,0.909494,64,1114,1168,845,1270,760,207,0.038849,0.056442,7406.521739,9142.857143,63542,13630.263158,13720.000000,1662,34,638
06037113231,1911,0.758765,0.038723,25,273,1,0.094715,0.773940,0.225536,0.181057,704,163,139,873,0.959908,61,500,552,372,602,293,62,0.029827,0.046875,6075.818182,5965.827586,90468,16365.500000,20979.978947,717,22,106
06037113232,3475,0.820719,0.048921,0,350,0,0.104173,0.781583,0.218129,0.140432,1176,252,237,1727,0.942675,129,884,1155,749,1145,681,147,0.032296,0.068878,5767.197531,5340.050000,76965,15453.385714,19857.850980,1198,12,135
06037113233,6222,0.548859,0.090646,23,687,7,0.463195,0.702186,0.297814,0.066217,2256,849,637,2510,0.898008,90,1277,1154,782,1283,631,125,0.173751,0.063387,4512.587413,5475.000000,38288,10879.564033,8106.071429,2367,119,1612
06037113234,4224,0.599432,0.040009,22,585,0,0.462121,0.730350,0.269650,0.105114,1474,481,397,1609,0.860783,26,931,879,511,980,364,66,0.225172,0.091588,6356.296296,6792.105263,32841,11738.066465,14728.365385,1506,34,803
06037113235,614,0.820847,0.027687,0,75,0,0.092834,0.788274,0.211726,0.146580,252,89,82,332,0.918675,12,148,196,149,219,125,17,0.073892,0.047619,7012.833333,10815.666667,76554,10663.767123,11889.771429,261,11,60
06037113237,2041,0.819696,0.028417,0,249,0,0.093582,0.787849,0.211661,0.147967,838,297,273,1103,0.920218,40,491,651,494,728,418,59,0.074111,0.048926,6813.975610,9792.545455,76554,10678.950413,11707.644068,867,37,200
06037113301,1890,0.789947,0.056614,0,206,1,0.106349,0.750794,0.249206,0.199471,590,78,78,856,0.947430,76,406,535,399,591,285,82,0.026455,0.038983,5168.260870,6304.882353,105589,12815.040000,23151.658960,635,8,29
06037113303,3858,0.764126,0.011923,34,552,22,0.176257,0.759461,0.240539,0.165371,1392,381,358,1717,0.919045,49,858,1166,744,1174,634,92,0.083534,0.050287,7136.142857,7174.431034,65985,11512.429185,12515.672794,1419,36,184
06037113321,5385,0.609285,0.065924,46,1095,95,0.247539,0.754503,0.245497,0.055710,2308,987,746,2886,0.908177,43,1648,1245,973,1259,880,105,0.051955,0.078423,6735.911602,7464.102564,47338,11149.324324,10303.759398,2358,52,1679
06037113322,3939,0.782178,0.018279,2,710,0,0.095710,0.790556,0.209444,0.155369,1377,258,229,2029,0.941350,123,1088,1224,874,1268,710,220,0.050942,0.064633,3485.393258,5437.500000,81477,13408.356546,24372.058824,1368,22,144
06037113401,5037,0.606512,0.042486,111,907,12,0.299782,0.744689,0.255311,0.113560,1614,413,312,2654,0.973625,77,1583,1078,752,1172,685,191,0.072662,0.052045,8247.619048,6968.333333,68688,12372.031662,17751.428571,1657,37,389
06037113421,5713,0.530369,0.074742,35,742,10,0.424295,0.700333,0.299667,0.063014,1992,644,403,2629,0.916318,91,1547,1008,704,1168,700,194,0.156129,0.083333,4707.831325,6489.655172,38288,10727.490040,9479.710145,2033,43,1535
06037113422,5948,0.565568,0.074479,7,1114,7,0.316577,0.759247,0.240753,0.090619,2111,710,455,2892,0.895920,145,1571,1286,894,1299,697,201,0.151495,0.092847,6124.489796,5683.000000,53780,12565.963061,16897.810219,2178,62,1028
06037115101,4771,0.844267,0.005030,11,572,9,0.084259,0.766925,0.233075,0.189059,1672,351,336,2469,0.955448,301,1335,1557,1134,1660,947,205,0.057491,0.058014,6956.701031,8488.679245,111554,14623.178808,31517.073171,1705,37,111
06037115103,4524,0.588638,0.113837,25,919,11,0.175287,0.862290,0.137710,0.082449,1566,738,492,2022,0.950544,76,1155,1055,632,1179,582,92,0.173098,0.065134,7314.186275,7559.734694,53453,12569.729614,15549.085714,1603,36,986
06037115104,3431,0.549985,0.155057,27,674,14,0.170504,0.903527,0.096473,0.047508,908,473,351,1234,0.957050,37,688,771,408,888,396,55,0.221599,0.064978,8105.779661,8173.272727,53835,12801.945652,13372.184615,924,13,604
06037115201,4878,0.584256,0.079951,0,1171,7,0.173432,0.845428,0.154572,0.120746,2261,1160,747,2729,0.942470,90,1515,1118,757,1256,683,102,0.189552,0.055728,7248.626984,8127.166667,46131,12164.876344,12387.518367,2320,62,1628
06037115202,3929,0.593790,0.084500,29,801,1,0.230848,0.808603,0.191652,0.081446,1562,675,350,2014,0.958292,58,1271,881,591,894,446,75,0.168884,0.066581,5567.778846,7241.486111,50528,11197.972549,15439.670455,1608,43,923
06037115301,3636,0.764301,0.034928,19,582,1,0.118537,0.813531,0.186469,0.208746,1489,511,375,1776,0.960023,99,816,1104,678,1198,597,154,0.071290,0.073875,5613.636364,7039.726027,85106,14237.578288,19583.946488,1537,54,412
06037115302,4802,0.456060,0.042899,28,281,7,0.777384,0.608080,0.391920,0.041441,1015,91,46,1500,0.960000,39,918,766,404,576,187,147,0.428721,0.174384,4002.824859,5535.185185,24722,12054.411765,12998.214286,1024,11,705
06037115401,5489,0.615595,0.071780,15,770,31,0.358535,0.739843,0.260157,0.089087,1972,711,492,2778,0.948524,94,1560,1244,913,1313,773,173,0.135972,0.080629,5553.459119,6561.111111,48912,11266.906475,19365.789474,2026,47,1202
06037115403,2552,0.572884,0.083856,27,334,16,0.467868,0.719044,0.280564,0.092868,778,192,117,1178,0.921053,44,691,485,339,451,242,91,0.194477,0.082262,5770.562500,8070.470588,42616,10444.708333,18697.281250,799,18,498
06037115404,3458,0.573164,0.083864,37,453,23,0.467901,0.719202,0.281087,0.093117,1055,262,159,1596,0.921679,60,938,658,460,613,328,124,0.194760,0.084360,5621.168539,7743.833333,42616,10352.652439,18631.885057,1083,25,675
06037117101,2675,0.399252,0.069907,3,704,2,0.445607,0.697944,0.302056,0.075140,782,157,105,1145,0.966812,24,538,387,241,407,197,130,0.162782,0.097187,6522.526316,6980.333333,51081,11097.669492,18185.847458,808,25,254
06037117102,3567,0.399215,0.070087,6,940,3,0.445472,0.697785,0.302215,0.075414,1043,210,142,1528,0.965969,33,718,517,322,544,263,175,0.162955,0.097795,6476.352941,6875.405797,51081,10975.314465,17872.937500,1077,34,339
06037117201,1813,0.571980,0.052399,10,327,0,0.486486,0.725869,0.274131,0.143960,515,109,83,695,0.961151,23,359,357,210,400,171,69,0.179988,0.118447,5855.918033,7866.096774,49955,12368.691489,30478.416667,528,8,212
06037117202,4169,0.572559,0.052770,25,755,1,0.487167,0.725834,0.274166,0.144399,1185,252,193,1599,0.962477,55,826,822,486,921,394,160,0.180500,0.120675,5743.279720,7786.819444,49955,12262.123853,29819.113475,1215,20,489
